-rwxrwxrwx@,1,katherinemika,staff,2396122,Nov,9,2012,A12_20682.JPG
-rwxrwxrwx@,1,katherinemika,staff,1571541,Nov,9,2012,A12_21199.JPG
-rwxrwxrwx@,1,katherinemika,staff,2082616,Nov,9,2012,A12_21502.JPG
-rwxrwxrwx@,1,katherinemika,staff,2752382,Nov,9,2012,A12_21531.jpg
-rwxrwxrwx@,1,katherinemika,staff,1635926,Nov,13,2012,A12_21718and21746and21943and22795wc.JPG
-rwxrwxrwx@,1,katherinemika,staff,2544876,Nov,13,2012,A12_22147
-rwxrwxrwx@,1,katherinemika,staff,334273,Nov,13,2012,A12_22166.JPG
-rwxrwxrwx@,1,katherinemika,staff,1420321,Nov,13,2012,A12_22200.JPG
-rwxrwxrwx@,1,katherinemika,staff,1867521,Nov,13,2012,A12_22383wc.JPG
-rwxrwxrwx@,1,katherinemika,staff,1851183,Nov,13,2012,A12_22475.JPG
-rwxrwxrwx@,1,katherinemika,staff,1549851,Nov,13,2012,A12_22917.JPG
-rwxrwxrwx@,1,katherinemika,staff,1499670,Nov,13,2012,A12_22918.JPG
-rwxrwxrwx@,1,katherinemika,staff,1972229,Nov,13,2012,A12_22956.JPG
-rwxrwxrwx@,1,katherinemika,staff,1717479,Nov,13,2012,A12_22973.JPG
-rwxrwxrwx@,1,katherinemika,staff,1973383,Nov,13,2012,A12_23026
-rwxrwxrwx@,1,katherinemika,staff,1892901,Nov,13,2012,A12_23027
-rwxrwxrwx@,1,katherinemika,staff,2031494,Nov,13,2012,A12_23028
-rwxrwxrwx@,1,katherinemika,staff,2224652,Nov,13,2012,A12_23029
-rwxrwxrwx@,1,katherinemika,staff,1547586,Nov,13,2012,A12_23030
-rwxrwxrwx@,1,katherinemika,staff,1643456,Nov,13,2012,A12_23032
-rwxrwxrwx@,1,katherinemika,staff,1976379,Nov,13,2012,A12_23033
-rwxrwxrwx@,1,katherinemika,staff,1764386,Nov,13,2012,A12_23034
-rwxrwxrwx@,1,katherinemika,staff,1519388,Nov,13,2012,A12_23834.JPG
-rw-r--r--,1,katherinemika,staff,0,Aug,21,12:30,images.txt